,ID,Education,Marital_Status,Has_child,Children,Cluster,Age_group,Income_group,Seniority_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
1436,8588,Postgraduate,In couple,Has child,2 children,High potential,Mature,Medium to high income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
1437,2518,Undergraduate,In couple,No child,No child,High potential,Adult,Low income,Experienced customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
1438,574,Postgraduate,In couple,No child,No child,Leaky bucket,Mature,Low to medium income,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
1439,3220,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low to medium income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
1440,5967,Postgraduate,In couple,Has child,2 children,Leaky bucket,Senior,Low income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
1441,1183,Postgraduate,In couple,Has child,2 children,Leaky bucket,Senior,Low to medium income,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
1442,6856,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low income,Old customers,Low consumer,Non consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
1443,4530,Postgraduate,Alone,No child,No child,Need attention,Senior,High income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1444,1553,Postgraduate,In couple,No child,No child,Stars,Senior,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1445,4682,Postgraduate,In couple,No child,No child,Leaky bucket,Mature,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Low consumer
1446,8204,Undergraduate,In couple,No child,No child,Need attention,Mature,High income,Old customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1447,5221,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
1448,1232,Postgraduate,In couple,No child,No child,Stars,Adult,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1449,1927,Undergraduate,In couple,Has child,1 child,Stars,Mature,High income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1450,5788,Postgraduate,In couple,Has child,1 child,High potential,Mature,Low to medium income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1451,6652,Postgraduate,In couple,No child,No child,Stars,Mature,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1452,6246,Postgraduate,Alone,No child,No child,Stars,Senior,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Frequent consumer
1453,5975,Postgraduate,Alone,Has child,1 child,Leaky bucket,Mature,Low to medium income,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Low consumer
1454,6875,Postgraduate,In couple,No child,No child,High potential,Mature,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
1455,4399,Postgraduate,In couple,No child,No child,Stars,Mature,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1456,4042,Postgraduate,Alone,Has child,1 child,High potential,Mature,Low to medium income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1457,2157,Postgraduate,In couple,Has child,2 children,High potential,Mature,Low income,Old customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1458,10133,Postgraduate,Alone,No child,No child,Stars,Mature,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1459,2525,Postgraduate,In couple,No child,No child,High potential,Mature,Low to medium income,Old customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1460,8233,Postgraduate,Alone,Has child,1 child,Stars,Senior,Medium to high income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
1461,9483,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
1462,2945,Postgraduate,In couple,Has child,2 children,Leaky bucket,Senior,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1463,10403,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1464,5074,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low income,Experienced customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
1465,10524,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Low to medium income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1466,4690,Postgraduate,In couple,Has child,1 child,High potential,Senior,Low to medium income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
1467,7521,Postgraduate,In couple,No child,No child,Need attention,Senior,High income,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1468,7196,Postgraduate,In couple,Has child,2 children,Leaky bucket,Senior,Low to medium income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1469,4406,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1470,9672,Undergraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
1471,4864,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
1472,4706,Postgraduate,Alone,Has child,1 child,High potential,Mature,Low income,Experienced customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
1473,4070,Postgraduate,In couple,Has child,2 children,Need attention,Mature,High income,Old customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer
1474,25,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
1475,3697,Postgraduate,In couple,Has child,1 child,High potential,Senior,Low to medium income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1476,217,Postgraduate,Alone,No child,No child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Frequent consumer
1477,4220,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Medium to high income,Discovering customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Low consumer,Non consumer
1478,5286,Postgraduate,Alone,No child,No child,Leaky bucket,Adult,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1479,9559,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,New customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1480,2849,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Medium to high income,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1481,7787,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1482,3102,Undergraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
1483,5868,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1484,8370,Undergraduate,In couple,Has child,1 child,Need attention,Adult,High income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1485,9988,Postgraduate,Alone,Has child,1 child,Need attention,Adult,High income,Experienced customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Low consumer
1486,2939,Postgraduate,In couple,No child,No child,Stars,Mature,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
1487,5529,Postgraduate,In couple,Has child,3 children,Stars,Senior,Medium to high income,New customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Low consumer
1488,9743,Postgraduate,In couple,Has child,1 child,Need attention,Senior,High income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
1489,5763,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
1490,3478,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Medium to high income,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
1491,7494,Postgraduate,Alone,Has child,2 children,High potential,Senior,Low to medium income,Experienced customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1492,1763,Postgraduate,In couple,No child,No child,Need attention,Adult,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1493,7250,Postgraduate,In couple,Has child,1 child,Stars,Adult,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1494,2005,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Discovering customers,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
1495,10770,Postgraduate,In couple,No child,No child,Stars,Mature,Medium to high income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1496,6885,Postgraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Discovering customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
1497,2072,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1498,9463,Postgraduate,In couple,Has child,1 child,Need attention,Mature,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1499,6318,Postgraduate,In couple,No child,No child,Need attention,Adult,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
1500,4093,Postgraduate,In couple,Has child,2 children,High potential,Mature,Medium to high income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1501,5751,Undergraduate,Alone,Has child,1 child,Leaky bucket,Mature,Low income,New customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
1502,3340,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low to medium income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
